Time,Agent1_x,Agent1_y,Agent2_x,Agent2_y,Agent3_x,Agent3_y,Agent4_x,Agent4_y,Agent5_x,Agent5_y,Agent6_x,Agent6_y,Agent7_x,Agent7_y,Agent8_x,Agent8_y
1.35,2.54287720070673,-3.2030933737515,-14.9773761480955,5.07978534254302,-26.7503870800956,-8.98612675711926,-18.7304880230752,-26.5977821176987,0.151421684258804,-22.901914840458,-7.97333996298824,-6.70778099988324,-12.489491153481,-12.4194674431671,-6.3675766205024,-14.6830062351456
1.4,2.53671802622778,-2.55888340306509,-14.9513700869887,5.05942420172947,-26.3673108857059,-9.18270053213208,-17.7434408134829,-26.1915594301182,0.763169951583643,-21.9653707288311,-7.7716408462934,-6.46634504993195,-12.4711967512567,-11.8799043931545,-6.3738124449452,-14.2320457121173
1.45,2.52497072348306,-1.92243838892548,-14.9190296107414,5.03564480524777,-25.9695434301463,-9.3702011600236,-16.7603112086293,-25.7714292835416,1.36353726510042,-21.0240597270025,-7.57240616648651,-6.22742049267284,-12.4521159907868,-11.3489842774845,-6.38094248588777,-13.7834084688332
1.5,2.50369677740498,-1.30033242866061,-14.8894270206743,5.00693668693955,-25.5669775311702,-9.55338749165134,-15.7970336078154,-25.3506556985765,1.94510623331019,-20.0928564934229,-7.37763790247801,-5.99599231785115,-12.4317116492642,-10.8366217514799,-6.38863465010782,-13.3475609970703
1.55,2.46961882095822,-0.697951094080224,-14.8701026988488,4.97193040046408,-25.1679057297166,-9.73638027502755,-14.8661363858964,-24.9402954584848,2.50184079496839,-19.1840343861477,-7.18893586528981,-5.77613061967129,-12.4095377409627,-10.3506120106581,-6.39660526021339,-12.9330614681198
1.6,2.42010676952832,-0.119539982178944,-14.8671017810589,4.92941246763352,-24.7790544762307,-9.92264972031375,-13.9765392604556,-24.5492524009325,3.02902646783628,-18.3073546565282,-7.00751833083848,-5.57102592979375,-12.3852369591199,-9.89678495266334,-6.40461860380444,-12.5466318389886
1.65,2.35315008106082,0.431725743211262,-14.8850426518362,4.87833443981212,-24.4056523628659,-10.115021091591,-13.1337487711921,-24.184377410707,3.52318677377964,-17.4702050110386,-6.83424911390855,-5.38304123492113,-12.3585362896163,-9.47918316407599,-6.41248534835167,-12.1932650522562
1.7,2.26731889143771,0.953655686034187,-14.9272108016049,4.8178167046631,-24.0515256108526,-10.3156955077629,-12.3412458325984,-23.8506047815583,3.98198148223831,-16.6777766912561,-6.66966944022031,-5.21377687587999,-12.3292411803436,-9.1002552810758,-6.42006003162692,-11.8763593855827
1.75,2.16171664433471,1.44494697317266,-14.9956719168774,4.74714771109392,-23.7192143553321,-10.5262831732274,-11.6007087496105,-23.5511161016511,4.40409192636918,-15.9332698823962,-6.51403310000921,-5.06414477353254,-12.2972286286785,-8.7610573235322,-6.42723782915586,-11.5978725197241
1.8,2.03592665786165,1.90507958559271,-15.0913985095115,4.66577930215811,-23.4101037152125,-10.7478463617248,-10.9122477923845,-23.2875234523925,4.7890981844897,-15.2381180776185,-6.36734351198418,-4.93444872688244,-12.2624395221595,-8.46145565375907,-6.4339507880184,-11.3584885156165
1.85,1.88995485821697,2.33420798587017,-15.214404903867,4.57331884218412,-23.1245641650034,-10.9809496316564,-10.2746437406185,-23.0600644562561,5.13735240659219,-14.5922229545542,-6.22939148444281,-4.82446786513067,-12.2248705358706,-8.20032623855115,-6.44016370126499,-11.1577915897809
1.9,1.72417067406838,2.73305229921112,-15.3638859666294,4.46951880377798,-22.8620963131515,-11.2257149463639,-9.68558384477686,-22.867802530312,5.44985202227172,-13.9941923219493,-6.09979262487696,-4.73354069432593,-12.1845658555898,-7.97574587582429,-6.44586978006229,-10.994441323953
1.95,1.53924783407883,3.10279182944084,-15.5383555608958,4.35426444576503,-22.621475813634,-11.4818795973499,-9.14188969720802,-22.7088265665958,5.72811601067686,-13.4415747320082,-5.97802351548981,-4.66064754829384,-12.1416089597588,-7.7851719693746,-6.4510862621717,-10.8663447135988
2,1.33610655250259,3.44496321726933,-15.7357813142192,4.22756016763029,-22.4008947736305,-11.7488550721182,-8.63973253294496,-22.5804451400127,5.97406686086613,-12.9310853965117,-5.86345593528589,-4.60448962197014,-12.096114656896,-7.62560828524655,-6.45585007616608,-10.7708212283068
2.05,1.11585833151022,3.76136508714208,-15.9537128927198,4.08951507242448,-22.1980966519545,-12.0257852621918,-8.17483246504199,-22.4793712148619,6.18992031557605,-12.4588190652206,-5.75538856613194,-4.56356312398574,-12.0482215391999,-7.49375489293577,-6.46021366148622,-10.7047578057989
2.1,0.879754360136097,4.05397059075087,-16.1894015558469,3.94032821102718,-22.0105022553659,-12.3116026629902,-7.74263908420814,-22.4018941618417,6.37808448378575,-12.0204465012174,-5.65307576747867,-4.53622742684325,-11.9980849785659,-7.38605923495049,-6.46424102552792,-10.6647514147014
2.15,0.629138253612637,4.32484884739453,-16.439909317291,3.78027391843945,-21.8353250204647,-12.60508146885,-7.33849170311239,-22.3440366919475,6.54106943616647,-11.6113921018687,-5.5557531400138,-4.52076641133554,-11.9458707587505,-7.2988461105183,-6.46800410084656,-10.6472374867237
2.2,0.365403657403616,4.57609590952145,-16.7022065478396,3.60968758947767,-21.6696743078183,-12.9048867078919,-6.95775829190051,-22.3016950490243,6.68140796889995,-11.2269910524628,-5.46265972075366,-4.51544249250354,-11.8917494074468,-7.2284822644158,-6.47157944860069,-10.6486031270619
2.25,0.0899570404862218,4.80977554987432,-16.9732573189429,3.42895217862854,-21.5106459250394,-13.2096187881559,-6.59595282666428,-22.2707614693716,6.80158783977531,-10.862625152632,-5.37305675991933,-4.51854307429892,-11.8358912649765,-7.17146126129901,-6.4750453387823,-10.6652845560622
2.3,-0.195814175578289,5.02786987702097,-17.2500921969121,3.23848564838847,-21.3553995317706,-13.51785303494,-6.24883135358395,-22.2472285083198,6.90399544843808,-10.5138371173708,-5.28624312284732,-4.52841940732515,-11.7784623023763,-7.12447245769871,-6.47847922378005,-10.6938487114438
2.35,-0.490568160297327,5.2322395396121,-17.529868554489,3.03872953335056,-21.2012229590937,-13.8281739871026,-5.91246755781367,-22.2272753465837,6.9908706510552,-10.1768928169746,-5.20156743807223,-4.54351801779898,-11.7196206810085,-7.084454732656,-6.48195560950712,-10.73105934697
2.4,-0.793030030780984,5.42459307615331,-17.809918768216,2.83013873455491,-21.0455837977647,-14.1392043856098,-5.58330901991855,-22.2073366223913,7.06427216796761,-9.84968062779173,-5.11843717589463,-4.56240503637285,-11.6595140284641,-7.04863591986118,-6.48554431775153,-10.7739283006596
2.45,-1.10200826976288,5.60646480508335,-18.0877869173139,2.61317261086668,-20.8861688744708,-14.4496289300158,-5.25821564783683,-22.1841546900095,7.1260528594448,-9.5301019651133,-5.03632489083892,-4.58378388366749,-11.5982773914036,-7.01455910019219,-6.4893091245783,-10.8197528754292
2.5,-1.41640653972128,5.77920052733906,-18.3612547946111,2.38828739184552,-20.720912444948,-14.7582129977736,-4.93448199457802,-22.1548164842482,7.17784400679392,-9.21614418587744,-4.95477189729883,-4.60650686691943,-11.5360318149598,-6.98009706820455,-6.49330675248723,-10.8661404808103
2.55,-1.73523129248958,5.94395022752582,-18.6283581854537,2.15592989996863,-20.5480140903111,-15.0638166177471,-4.60984531805337,-22.1167763781833,7.22104764042629,-8.90593728663349,-4.87338967144446,-4.62958131121045,-11.4728834902186,-6.94345638474365,-6.49758618853112,-10.9110218305609
2.6,-2.0575956188477,6.10166690697634,-18.8873944702289,1.91653253923293,-20.3659474122059,-15.3654040640576,-4.28248131731464,-22.0678665632035,7.25683589911072,-8.59779564793909,-4.79185928534817,-4.65217089186241,-11.4089234058604,-6.90317247637136,-6.50218829661997,-10.9526540828703
2.65,-2.38271980983245,6.2531106587131,-19.1369226645185,1.67050948200369,-20.1734606878981,-15.6620494908026,-3.95098949734428,-22.0062965628663,7.28636798278738,-8.29044157287654,-4.70992918258801,-4.67359285456481,-11.3442274370326,-6.85809724702547,-6.50668170253518,-10.9896153532836
2.7,-2.70992911288934,6.39885709678097,-19.3757570326905,1.41825396627658,-19.969570673085,-15.9529390639402,-3.61437008094599,-21.9306435218024,7.31155342862021,-7.98660248690999,-4.62741159966264,-4.69331180962503,-11.2788568036247,-6.80738063471193,-6.51071887630615,-11.0207920316368
2.75,-3.03864916360055,6.53930927667186,-19.6029554008825,1.16013660095734,-19.7535507332129,-16.2373700656295,-3.27199430978432,-21.8398348951913,7.33518257037603,-7.69094073229112,-4.54424477194195,-4.71093076942049,-11.2128588310615,-6.75044748248419,-6.5140357877817,-11.0453602994965
2.8,-3.36794191550909,6.67471228574834,-19.8178032588127,0.896504566932388,-19.5249144486214,-16.5147474505937,-2.92356986556026,-21.7331251103394,7.36165076189402,-7.40895329519807,-4.46085019182083,-4.72618006669057,-11.1462679491944,-6.68697100471934,-6.51644555671397,-11.0627631801103
2.85,-3.69575089807114,6.80516973894613,-20.0197946815959,0.62768159614539,-19.2833957800752,-16.7845783257293,-2.5691030046467,-21.6100676867315,7.39847871132273,-7.14453221691513,-4.37743868967148,-4.73890474864051,-11.0791068685825,-6.61684402266675,-6.51784219594998,-11.0726843647606
2.9,-4.02023593300778,6.93066148206146,-20.2086110274399,0.353968609106755,-19.0289268041441,-17.0464648053164,-2.2088588426709,-21.4704841913825,7.46006354277157,-6.89285293998712,-4.2939476701931,-4.74905099068913,-11.0113878781247,-6.5401490229174,-6.5181814570134,-11.0750199534188
2.95,-4.339554696354,7.05106187933574,-20.3840982792112,0.0756448927282871,-18.7616139371291,-17.3000956668479,-1.84332105631749,-21.3144312787981,7.56244309697766,-6.61320277581283,-4.20987961461474,-4.75665201662679,-10.9431142133753,-6.45712796382192,-6.51746124744956,-11.069849129052
3,-4.65182840692436,7.1661581408719,-20.546243801451,-0.207030295431095,-18.4817134661201,-17.5452371986327,-1.47315209412007,-21.1421669252323,7.67329409585197,-6.2653507683098,-4.12462044589002,-4.76181395127607,-10.874281450707,-6.36815262243322,-6.51569915146663,-11.0574046586929
3.05,-4.95757233855245,7.27566822602116,-20.6951531831983,-0.493815804012731,-18.1896071002269,-17.7817235917751,-1.09915481154239,-20.9541168205177,7.76780772373758,-5.85877152731095,-4.03830316275787,-4.7647019695214,-10.804878888565,-6.27369614214993,-6.51292240967385,-11.0380439847429
3.1,-5.25823837687901,7.37925793898586,-20.8310277341732,-0.784486445168693,-17.8857781474796,-18.0094471875429,-0.722236272776386,-20.7508417322184,7.83621039976283,-5.41219693968823,-3.95156870643135,-4.76552704358584,-10.7348908831876,-6.17430631219387,-6.50918548282585,-11.0122215407025
3.15,-5.55519244552758,7.47655691056455,-20.9541431003101,-1.07883072230824,-17.5707888163598,-18.2283488480185,-0.343374296186601,-20.5330065102413,7.87670819404022,-4.94503862542065,-3.86554141816,-4.76453353019572,-10.6642981122047,-6.0705809870889,-6.50457802793451,-10.9804627997829
3.2,-5.8496873947429,7.56717323364365,-21.0648293666485,-1.37664850801674,-17.2452590378929,-18.438408674576,0.0364128347618979,-20.3013512587214,7.89284842823235,-4.47496285016783,-3.78120290680496,-4.76167890643786,-10.5930787453104,-5.96314593958414,-6.4992308442658,-10.9433404452614
3.25,-6.14284278399106,7.65070658847362,-21.1634529231092,-1.67774874118919,-16.909847106764,-18.639637256269,0.416093215624643,-20.0566650687097,7.89133412069642,-4.01505120484048,-3.69923751389551,-4.75545244514143,-10.521209506653,-5.85263533561225,-6.49330175919291,-10.901452940066
3.3,-6.43563103355846,7.72675975603375,-21.2504002831878,-1.98194720160391,-16.5652323496128,-18.8320675895698,0.794644568678405,-19.7997625820589,7.88104925838168,-3.57112927584867,-3.61997472407295,-4.74521943928883,-10.4486666185929,-5.73967492603444,-6.48695854069546,-10.8554056714751
3.35,-6.72886933969699,7.79494847325674,-21.3260639681732,-2.28906440951124,-16.212099946703,-19.0157477728201,1.17107385531311,-19.5314635454851,7.87133504625319,-3.14007022639984,-3.54337714927057,-4.73085817554703,-10.3754266209962,-5.62486796779211,-6.48036247424688,-10.8057947560526
3.4,-7.02321669458186,7.85490963218581,-21.3908305008791,-2.59847560027141,-15.8511279603426,-19.1907345437983,1.54443331089035,-19.2525754151067,7.86765810836354,-2.71046259338117,-3.46908920058946,-4.71239206107154,-10.3014670642184,-5.50878381695713,-6.47365418793538,-10.7531935106632
3.45,-7.3191753235267,7.90630786614121,-21.4450704934435,-2.90855914504193,-15.4829765602037,-19.3570876973874,1.91383304056057,-18.9638789863789,7.86465226136447,-2.26705972826083,-3.3966143746543,-4.68969719288538,-10.2267670773652,-5.39194907800228,-6.4669434985319,-10.6981415278873
3.5,-7.61709584458942,7.94884059974829,-21.4891307636263,-3.21805334756048,-15.1082793821979,-19.5148653926966,2.27845037967565,-18.6661169524015,7.84813991618103,-1.80354213233359,-3.3256767994372,-4.66239387152481,-10.1513078162961,-5.2748411470599,-6.46030678655021,-10.6411362382892
3.55,-7.91718546685772,7.98224166646737,-21.5233283730637,-3.52601538998444,-14.7276369136765,-19.664120335264,2.63753627271295,-18.359985234847,7.80588301355581,-1.325346493847,-3.25645987690998,-4.63016508763281,-10.0750727981738,-5.15788395142257,-6.45379649630361,-10.582626797459
3.6,-8.21951857027661,8.00628361744387,-21.5479464487774,-3.83177862969459,-14.3416117631109,-19.8048968001657,2.99041896101489,-18.0461268857426,7.73185204641829,-0.843079392700788,-3.1894733927142,-4.59461945204147,-9.99804813117462,-5.04144566229616,-6.44745725988836,-10.5230101019335
3.65,-8.52404904889404,8.02077885955298,-21.5632316253694,-4.13490993578329,-13.9507256465284,-19.9372284458734,3.33650529331739,-17.7251283242616,7.62505554347387,-0.367272004426624,-3.12530662988196,-4.557217816545,-9.92022264930594,-4.92583814193312,-6.4413362106263,-10.4626287142668
